"householdID","est_inc_USD","est_netw_USD","hhold_field","hhold_oldest","hhold_pax","hhold_youngest","homeState","hhold_car","stream_subs","primary"
4451,80033,570945,"Services",41,3,13,"Massachusetts","Pickup",4,"1"
4452,85202,461060,"Tech",42,6,9,"Massachusetts","Pickup",4,"1"
4453,60427,346811,"Services",49,7,14,"Maine","SUV",4,"0"
4455,116672,472279,"Services",42,6,10,"New York","LuxurySedan",2,"1"
4456,23568,308866,"Govt",50,8,18,"Maine","",5,"0"
4459,122492,567905,"Tech",49,5,8,"US_Other","",7,"1"
4460,166889,647455,"Tech",47,5,16,"Vermont","SUV",2,"1"
4461,125089,548620,"Govt",45,2,13,"Massachusetts","LuxurySedan",5,"0"
4463,79729,512054,"Services",43,5,19,"Quebec","Compact/Hybrid",0,"0"
4464,52068,426335,"Tech",44,3,12,"Maine","Sedan",3,"1"
4467,37171,399118,"Govt",47,3,12,"Ontario","SUV",2,"0"
4468,70635,525494,"Govt",44,5,14,"Maine","Sedan",1,"0"
4470,75651,508205,"Govt",47,2,15,"Maine","",5,"0"
4471,113986,367264,"Govt",46,6,13,"Maine","SUV",8,"1"
4472,99985,452613,"Tech",45,5,16,"New York","Pickup",3,"0"
4473,77126,498666,"Govt",56,2,7,"Maine","SUV",6,"0"
4474,87852,456274,"Education",45,3,15,"Maine","LuxurySedan",3,"0"
4475,144732,540309,"Finance",43,5,15,"Maine","Compact/Hybrid",2,"0"
4476,62940,486902,"Education",41,5,14,"Maine","SUV",1,"1"
4477,142063,541845,"Finance",40,7,14,"Massachusetts","LuxurySedan",3,"0"
4478,107614,458418,"Govt",41,3,16,"Quebec","Compact/Hybrid",2,"0"
4479,109343,464003,"Finance",50,5,7,"Maine","LuxurySedan",5,"1"
4480,45178,372059,"Govt",50,2,15,"Vermont","Pickup",7,"1"
4481,125685,418425,"Finance",46,4,8,"Maine","SUV",0,"1"
4482,109434,501944,"Finance",37,1,37,"Vermont","Compact/Hybrid",2,"0"
4483,66683,547345,"Govt",45,1,45,"Maine","Sedan",4,"0"
4484,133215,470673,"Tech",37,7,15,"Ontario","Pickup",4,"0"
4488,46439,422532,"Govt",48,2,13,"Quebec","SUV",4,"1"
4489,86916,446616,"Govt",46,3,17,"New York","SUV",5,"0"
4491,77486,416884,"Services",48,7,15,"Maine","LuxurySedan",5,"1"
4492,83597,429773,"Govt",45,3,11,"Maine","LuxurySedan",4,"0"
4493,102426,531316,"Services",47,4,14,"Maine","LuxurySedan",4,"0"
4494,66202,480680,"Education",42,6,13,"Ontario","SUV",3,"1"
4496,103486,506079,"Govt",52,4,14,"Maine","SUV",6,"1"
4497,87923,533021,"Govt",40,3,17,"New York","",2,"0"
4499,76695,410394,"Tech",46,4,11,"Vermont","SUV",4,"1"
4500,63448,371652,"Services",45,4,12,"Maine","SUV",2,"0"
4501,112540,444025,"Finance",46,5,10,"New York","SUV",3,"0"
4503,82737,469479,"Other",45,5,12,"Maine","Pickup",0,"1"
4505,71401,438538,"Govt",49,4,14,"New Hampshire","SUV",4,"1"
4507,116965,507693,"Finance",44,4,16,"US_Other","Compact/Hybrid",2,"0"
4508,99383,327157,"Finance",44,8,13,"New Hampshire","SUV",4,"0"
4509,97424,417558,"Tech",39,5,11,"Maine","Sedan",2,"1"
4510,82657,497132,"Education",29,1,29,"Ontario","Sedan",3,"1"
4512,77488,453056,"Govt",49,6,14,"Quebec","Pickup",6,"0"
4515,67633,451404,"Services",41,4,12,"New Hampshire","SUV",4,"1"
4516,79767,468556,"Govt",56,5,20,"Maine","",4,"0"
4517,105412,497577,"Education",47,5,12,"Quebec","Pickup",5,"0"
4518,154656,569338,"Finance",49,7,13,"US_Other","Compact/Hybrid",5,"0"
4519,112431,566381,"Education",43,3,18,"New Hampshire","Sedan",4,"0"
4520,107559,615650,"Govt",37,6,19,"US_Other","SUV",4,"0"
4522,87581,380953,"Finance",42,4,6,"Rhode Island","Pickup",3,"0"
4524,101393,440403,"Services",49,5,15,"Maine","LuxurySedan",4,"1"
4526,38410,317755,"Govt",49,5,17,"Ontario","SUV",4,"1"
4527,81511,453120,"Tech",42,6,7,"New York","Sedan",4,"1"
4528,73480,419819,"Education",47,3,14,"Rhode Island","SUV",5,"0"
4529,77838,416606,"Govt",41,5,14,"Ontario","SUV",4,"0"
4532,54123,438037,"Govt",44,6,20,"New York","SUV",3,"1"
4533,83555,426872,"Finance",33,9,8,"Maine","Sedan",2,"1"
4534,91474,523581,"Finance",45,4,9,"New York","SUV",8,"1"
4536,80055,368756,"Govt",50,6,15,"Massachusetts","Compact/Hybrid",7,"0"
4537,130020,421759,"Tech",41,1,41,"US_Other","SUV",3,"1"
4538,86102,458289,"Govt",40,5,10,"Maine","Sedan",4,"1"
4541,133765,494607,"Finance",46,9,14,"Maine","LuxurySedan",3,"0"
4542,122029,348076,"Finance",46,4,18,"Maine","Compact/Hybrid",1,"0"
4543,62344,273451,"Finance",39,5,18,"US_Other","LuxurySedan",4,"1"
4545,70485,372212,"Govt",42,6,14,"New Hampshire","Pickup",1,"0"
4546,82517,452167,"Govt",46,4,7,"Maine","LuxurySedan",2,"0"
4547,90075,435381,"Govt",48,5,10,"Ontario","SUV",4,"1"
4548,80924,482046,"Services",45,3,17,"Maine","Compact/Hybrid",3,"1"
4549,84965,464305,"Finance",46,6,7,"Maine","SUV",7,"0"
4550,47040,335195,"Services",46,1,46,"Maine","SUV",6,"1"
4551,77510,480150,"Education",43,5,14,"New Hampshire","LuxurySedan",3,"1"
4552,129405,527532,"Finance",54,7,10,"New Hampshire","Pickup",6,"1"
4553,78224,457335,"Govt",54,2,15,"Ontario","LuxurySedan",4,"0"
4554,118422,400906,"Tech",39,4,17,"New Hampshire","Sedan",3,"0"
4555,60201,481350,"Govt",49,2,16,"Massachusetts","SUV",4,"0"
4556,115862,505598,"Tech",42,3,9,"US_Other","SUV",0,"1"
4557,119744,566615,"Education",42,1,42,"Maine","SUV",4,"1"
4559,58489,347997,"Services",47,1,47,"Maine","Compact/Hybrid",8,"1"
4561,57841,463296,"Services",39,4,14,"Vermont","Pickup",0,"1"
4562,153318,563972,"Manufacturing",41,4,12,"Maine","SUV",3,"1"
4563,91411,507392,"Services",43,5,13,"Maine","Sedan",1,"1"
4565,96298,454455,"Finance",48,5,9,"Maine","Pickup",5,"0"
4566,115941,508872,"Tech",45,6,11,"Maine","SUV",5,"1"
4567,60354,428650,"Education",46,5,12,"Maine","Sedan",3,"1"
4568,86415,445362,"Govt",50,7,9,"Vermont","Compact/Hybrid",6,"0"
4569,95238,491905,"Education",52,7,15,"New Hampshire","SUV",5,"0"
4572,99620,453929,"Tech",47,5,11,"Maine","Sedan",5,"1"
4573,152533,554513,"Other",48,1,48,"Massachusetts","Sedan",4,"1"
4575,82793,507755,"Education",49,4,17,"Massachusetts","Compact/Hybrid",6,"1"
4576,65897,367885,"Govt",39,8,9,"Quebec","LuxurySedan",2,"1"
4580,130887,531138,"Finance",45,4,15,"Vermont","LuxurySedan",6,"0"
4581,73505,447035,"Services",41,7,16,"Ontario","SUV",1,"1"
4582,77672,483253,"Education",46,2,13,"Ontario","SUV",3,"1"
4583,55437,450638,"Govt",45,4,6,"New Hampshire","Pickup",3,"1"
4584,121888,500811,"Finance",40,5,20,"New Hampshire","Compact/Hybrid",1,"1"
4585,108002,537802,"Education",49,2,13,"Ontario","Pickup",8,"1"
4587,79770,443447,"Govt",54,4,14,"Can_Other","Sedan",7,"1"
4589,90211,458773,"Education",44,5,12,"Maine","Compact/Hybrid",1,"1"
4590,79639,486379,"Tech",37,6,10,"Ontario","SUV",3,"1"
4591,110134,528184,"Tech",31,6,18,"Maine","LuxurySedan",4,"0"
4593,81100,444181,"Govt",41,5,17,"Ontario","SUV",3,"1"
4595,111386,565874,"Services",46,2,18,"Maine","Sedan",2,"1"
4596,93892,408319,"Govt",45,9,7,"New York","Sedan",4,"1"
4599,111645,409448,"Tech",43,5,12,"Maine","Sedan",0,"0"
4601,69490,435141,"Tech",46,3,11,"Vermont","Sedan",3,"0"
4602,120816,414125,"Tech",39,6,13,"New Hampshire","Pickup",4,"1"
4603,106261,395504,"Tech",50,6,8,"Quebec","Compact/Hybrid",5,"0"
4605,66208,450501,"Govt",44,6,11,"Quebec","SUV",4,"0"
4607,155720,608958,"Tech",43,4,17,"Maine","SUV",4,"0"
4608,76194,438408,"Finance",44,4,9,"Massachusetts","LuxurySedan",4,"1"
4609,137993,496520,"Services",39,8,11,"US_Other","LuxurySedan",1,"1"
4611,120949,549551,"Govt",50,4,14,"New Hampshire","Compact/Hybrid",6,"1"
4612,77436,349328,"Manufacturing",46,4,14,"Maine","LuxurySedan",5,"0"
4614,120048,435659,"Tech",47,1,47,"Maine","SUV",6,"1"
4615,88275,558272,"Govt",46,3,17,"Vermont","Pickup",4,"1"
4617,75571,505959,"Services",50,6,17,"Maine","Pickup",4,"1"
4618,91290,536520,"Services",42,5,12,"Maine","Sedan",4,"0"
4619,79667,483494,"Govt",45,3,13,"Maine","Compact/Hybrid",5,"1"
4620,122331,440180,"Finance",48,5,10,"New York","LuxurySedan",4,"0"
4621,123521,496836,"Govt",32,8,8,"Maine","LuxurySedan",4,"1"
4622,83506,491932,"Other",41,3,12,"New Hampshire","Sedan",4,"1"
4623,58039,382331,"Services",47,6,16,"Ontario","SUV",3,"1"
4625,63737,424788,"Govt",41,5,15,"Maine","",2,"0"
4626,64797,475650,"Govt",50,4,10,"Massachusetts","Pickup",4,"1"
4627,93172,526037,"Services",43,2,19,"US_Other","LuxurySedan",4,"1"
4628,86867,444242,"Govt",47,3,11,"Maine","LuxurySedan",4,"1"
4631,137731,516325,"Tech",45,4,12,"New Hampshire","LuxurySedan",5,"1"
4632,109262,500180,"Finance",46,4,10,"Maine","SUV",8,"1"
4633,68993,519499,"Govt",44,6,10,"Massachusetts","LuxurySedan",3,"1"
4636,111292,534645,"Tech",41,7,7,"Massachusetts","Sedan",3,"1"
4638,109403,500809,"Education",40,4,19,"Vermont","LuxurySedan",4,"1"
4639,78485,471195,"Govt",46,4,7,"Maine","Compact/Hybrid",3,"0"
4640,102568,490461,"Services",47,5,16,"Maine","SUV",2,"1"
4641,59482,427669,"Services",44,4,14,"Maine","LuxurySedan",0,"0"
4642,122948,396704,"Finance",58,4,13,"Maine","Compact/Hybrid",4,"1"
4643,37572,447055,"Govt",46,7,9,"Maine","Pickup",4,"1"
4645,81537,413017,"Govt",44,4,13,"Maine","SUV",3,"0"
4646,31926,309990,"Govt",41,5,16,"Massachusetts","SUV",2,"0"
4647,96547,464974,"Tech",52,7,15,"Ontario","LuxurySedan",5,"1"
4648,96261,398708,"Tech",45,7,10,"Maine","Sedan",7,"0"
4649,108532,443398,"Finance",46,3,15,"Vermont","Pickup",2,"0"
4652,40333,398149,"Govt",46,5,13,"Maine","Sedan",3,"1"
4653,97460,513259,"Education",54,4,15,"Rhode Island","Pickup",5,"1"
4655,105543,560251,"Govt",52,2,11,"New York","",4,"1"
4656,91270,500487,"Govt",55,4,11,"Rhode Island","Compact/Hybrid",5,"0"
4658,155350,638912,"Services",47,5,13,"New Hampshire","LuxurySedan",6,"0"
4659,55292,392074,"Services",38,5,17,"Maine","LuxurySedan",0,"1"
4660,122702,557829,"Tech",44,6,18,"Maine","Sedan",2,"0"
4661,100553,545377,"Services",45,5,12,"Massachusetts","LuxurySedan",1,"1"
4662,89827,500981,"Govt",41,1,41,"Maine","LuxurySedan",2,"0"
4664,62265,446233,"Govt",45,5,14,"Maine","Sedan",4,"1"
4665,103433,506741,"Finance",46,4,6,"Maine","Sedan",8,"0"
4666,122719,546078,"Govt",46,1,46,"Vermont","SUV",4,"1"
4667,94152,463084,"Finance",43,3,10,"Maine","Sedan",3,"0"
4668,36427,391702,"Govt",49,5,14,"New York","LuxurySedan",5,"1"
4669,50626,392848,"Govt",50,4,17,"Maine","SUV",5,"1"
4670,80737,516878,"Govt",39,3,12,"Connecticut","SUV",4,"1"
4671,96483,513659,"Services",41,2,12,"Maine","Compact/Hybrid",3,"0"
4672,58120,368456,"Tech",44,6,12,"Maine","LuxurySedan",2,"1"
4674,67781,395872,"Services",47,4,11,"Maine","LuxurySedan",2,"1"
4675,110901,518937,"Other",53,4,7,"Ontario","SUV",7,"1"
4676,100056,620948,"Govt",45,4,14,"Maine","Sedan",5,"1"
4677,107679,475283,"Education",36,5,7,"New York","SUV",3,"1"
4679,123860,450734,"Finance",46,4,10,"New Hampshire","LuxurySedan",6,"0"
4682,122431,586262,"Finance",47,3,11,"Connecticut","LuxurySedan",2,"1"
4683,142989,464801,"Tech",54,4,22,"Maine","LuxurySedan",6,"0"
4686,108249,561129,"Govt",36,4,11,"Maine","LuxurySedan",3,"0"
4687,114781,429358,"Tech",49,1,49,"Vermont","Sedan",6,"0"
4688,109458,508512,"Manufacturing",41,4,19,"Vermont","Sedan",3,"0"
4689,105479,446058,"Finance",56,4,19,"US_Other","SUV",6,"0"
4690,88761,493110,"Govt",53,4,15,"Ontario","Sedan",4,"0"
4691,83902,410452,"Services",40,8,12,"Maine","SUV",1,"1"
4693,68239,460545,"Education",49,4,14,"Connecticut","LuxurySedan",4,"1"
4694,62090,337321,"Tech",46,2,20,"Maine","SUV",4,"1"
4695,124584,464270,"Tech",58,6,10,"Maine","Pickup",4,"0"
4696,78892,397236,"Finance",46,7,16,"Maine","SUV",3,"1"
4698,90287,426248,"Tech",47,5,15,"Vermont","LuxurySedan",4,"0"
4700,114157,487015,"Tech",46,4,18,"Maine","SUV",6,"0"
4701,74313,559104,"Govt",39,8,10,"Rhode Island","SUV",3,"0"
4703,112577,299547,"Tech",39,7,16,"New Hampshire","LuxurySedan",3,"0"
4704,79530,507463,"Education",46,6,16,"New York","Pickup",3,"1"
4707,160233,477578,"Finance",57,6,18,"Vermont","SUV",6,"1"
4708,33400,425310,"Govt",43,4,15,"Massachusetts","SUV",2,"1"
4709,83656,477693,"Govt",48,4,13,"Connecticut","SUV",7,"1"
4710,103194,478045,"Tech",39,3,10,"Rhode Island","Sedan",4,"1"
4711,69084,434116,"Services",51,4,14,"Maine","Sedan",5,"1"
4712,41411,440617,"Govt",37,4,11,"New Hampshire","SUV",2,"1"
4713,85799,449537,"Education",41,4,17,"Maine","Sedan",1,"0"
4714,82661,402902,"Education",43,5,15,"Maine","Pickup",4,"0"
4715,70156,483206,"Education",48,3,13,"Maine","LuxurySedan",6,"1"
4716,65121,387392,"Education",42,1,42,"Vermont","SUV",1,"1"
4717,100474,528714,"Education",53,5,15,"Ontario","SUV",6,"1"
4719,117688,499106,"Education",43,3,14,"Quebec","Sedan",2,"1"
4722,98972,556415,"Education",51,5,13,"Maine","Pickup",4,"1"
4723,89781,449074,"Services",44,2,13,"Vermont","SUV",1,"1"
4724,171505,494982,"Finance",46,3,15,"Massachusetts","Compact/Hybrid",6,"1"
4725,118359,529102,"Govt",44,3,16,"Connecticut","Pickup",4,"1"
4726,97597,636759,"Govt",45,5,8,"Maine","SUV",6,"1"
4727,53412,428903,"Education",49,2,15,"Maine","",4,"1"
4730,115134,540316,"Finance",39,5,15,"Vermont","Sedan",4,"0"
4731,89934,417371,"Services",49,1,49,"Vermont","SUV",6,"1"
4732,156674,632582,"Finance",53,8,6,"Vermont","SUV",7,"0"
4733,55239,411191,"Govt",51,6,20,"Vermont","LuxurySedan",5,"1"
4734,137450,518719,"Finance",48,6,11,"New Hampshire","LuxurySedan",4,"0"
4736,37474,323014,"Govt",48,3,19,"Rhode Island","SUV",6,"0"
4738,95708,574039,"Services",39,4,13,"Ontario","SUV",1,"1"
4740,107310,581079,"Govt",47,6,13,"Vermont","SUV",4,"0"
4741,48423,291283,"Education",52,1,52,"Maine","Sedan",6,"1"
4742,86409,411308,"Tech",44,3,11,"New York","SUV",4,"1"
4743,80370,445100,"Services",45,4,13,"New Hampshire","Pickup",0,"0"
4745,80798,521919,"Tech",44,7,10,"Connecticut","SUV",3,"1"
4747,108992,603288,"Services",48,7,13,"Maine","Pickup",4,"1"
4751,83835,470359,"Services",45,5,21,"New Hampshire","Compact/Hybrid",4,"1"
4752,107169,509793,"Govt",48,2,7,"Rhode Island","SUV",5,"1"
4753,68123,443946,"Govt",54,3,17,"Maine","Sedan",5,"1"
4754,88197,450983,"Tech",40,4,5,"Maine","Pickup",3,"0"
4757,112001,425916,"Services",44,2,12,"New Hampshire","LuxurySedan",2,"1"
4758,23720,308429,"Services",43,6,14,"Ontario","SUV",4,"1"
4759,95692,621704,"Services",46,4,12,"Maine","SUV",6,"1"
4761,73269,508065,"Education",44,4,12,"Massachusetts","Compact/Hybrid",4,"0"
4762,117306,452433,"Finance",45,4,11,"Vermont","Pickup",8,"0"
4764,87242,384060,"Services",45,8,10,"Maine","Sedan",5,"1"
4765,149936,544748,"Tech",44,5,15,"Maine","Pickup",2,"0"
4766,108578,437654,"Finance",45,7,10,"New York","Pickup",4,"1"
4767,100424,467534,"Education",49,4,15,"Maine","SUV",5,"0"
4768,62732,452992,"Govt",45,5,11,"Maine","SUV",2,"0"
4769,69354,401582,"Manufacturing",44,7,15,"Maine","SUV",3,"0"
4770,59659,364076,"Govt",38,3,11,"Connecticut","Pickup",3,"1"
4771,131917,587626,"Finance",37,7,12,"Vermont","",3,"1"
4773,58514,447826,"Govt",46,5,16,"Rhode Island","SUV",2,"1"
4775,102635,465183,"Finance",37,4,15,"Maine","LuxurySedan",1,"0"
4776,115275,471447,"Services",39,7,10,"US_Other","LuxurySedan",4,"1"
4778,96661,552686,"Finance",42,6,7,"Maine","Sedan",4,"1"
4781,70542,426520,"Govt",49,3,15,"Vermont","Sedan",4,"1"
4782,127972,513663,"Finance",36,6,10,"Maine","LuxurySedan",3,"0"
4783,116570,491450,"Finance",47,2,18,"Maine","Sedan",3,"0"
4784,124305,525698,"Tech",49,2,10,"New Hampshire","SUV",6,"1"
4785,42687,424452,"Services",57,3,20,"Maine","SUV",7,"1"
4786,87074,452692,"Education",36,6,15,"New Hampshire","",3,"1"
4787,108133,513286,"Finance",37,6,11,"New York","SUV",3,"1"
4788,72286,364863,"Govt",41,6,13,"Maine","LuxurySedan",3,"0"
4789,119965,537802,"Services",45,4,12,"Maine","SUV",6,"1"
4790,120201,509472,"Finance",43,2,13,"Quebec","Compact/Hybrid",1,"0"
4792,49509,377980,"Govt",52,6,14,"New Hampshire","SUV",5,"0"
4793,96770,444769,"Services",44,8,12,"Maine","SUV",1,"1"
4794,122005,515255,"Finance",50,2,10,"New Hampshire","LuxurySedan",5,"0"
4795,75184,435889,"Govt",53,6,18,"Quebec","Sedan",4,"1"
4796,114393,466521,"Finance",46,6,13,"Maine","",2,"0"
4799,29208,262128,"Services",42,5,17,"Maine","Sedan",3,"1"
4800,131218,461228,"Tech",41,4,10,"Vermont","SUV",3,"0"
4801,127612,521616,"Tech",45,1,45,"Maine","SUV",5,"1"
4803,78762,434349,"Other",38,7,12,"Maine","Sedan",1,"1"
4805,114177,551698,"Govt",50,7,12,"Ontario","SUV",5,"1"
4806,93288,480952,"Tech",47,4,15,"Maine","Sedan",1,"0"
4807,89122,469104,"Education",40,3,14,"New Hampshire","Sedan",4,"1"
4808,102409,418497,"Tech",48,5,8,"Ontario","Pickup",5,"1"
4809,137781,525242,"Finance",41,5,10,"Maine","Compact/Hybrid",4,"0"
4810,74852,465759,"Govt",38,4,9,"Maine","SUV",1,"0"
4812,93625,541327,"Education",50,5,15,"Rhode Island","Sedan",4,"1"
4813,76429,309303,"Finance",54,5,16,"New Hampshire","Sedan",7,"1"
4814,105869,435855,"Finance",51,4,12,"New Hampshire","LuxurySedan",7,"0"
4815,78123,390686,"Education",39,8,19,"Maine","Pickup",2,"1"
4816,55786,384287,"Govt",47,5,18,"US_Other","LuxurySedan",5,"0"
4817,52049,350867,"Education",46,6,15,"Maine","LuxurySedan",2,"0"
4818,91173,462872,"Govt",34,2,13,"Maine","SUV",2,"0"
4819,63055,465675,"Govt",34,6,10,"Maine","LuxurySedan",2,"0"
4820,113704,475130,"Finance",38,2,12,"Vermont","LuxurySedan",4,"0"
4821,65514,443771,"Education",54,3,20,"Maine","SUV",5,"1"
4822,124031,498121,"Manufacturing",42,6,12,"Vermont","LuxurySedan",3,"1"
4823,141079,477433,"Finance",42,7,14,"New Hampshire","SUV",1,"0"
4824,113790,493741,"Tech",43,1,43,"Massachusetts","SUV",4,"0"
4826,90250,460722,"Govt",39,4,14,"Maine","LuxurySedan",3,"0"
4827,49513,482367,"Education",46,2,14,"Ontario","LuxurySedan",0,"1"
4828,71605,440624,"Manufacturing",53,2,15,"Maine","Pickup",4,"1"
4829,158621,507933,"Finance",42,5,11,"Massachusetts","SUV",4,"0"
4830,73565,480207,"Services",46,3,15,"Vermont","SUV",3,"1"
4832,57721,427381,"Govt",45,7,14,"Maine","LuxurySedan",5,"1"
4833,125635,581918,"Services",41,3,15,"US_Other","SUV",4,"1"
4834,59543,423809,"Services",36,2,13,"Vermont","Pickup",3,"1"
4835,112102,497342,"Education",44,5,14,"Maine","",4,"1"
4836,84319,534408,"Govt",46,2,10,"Maine","SUV",4,"0"
4837,89446,421118,"Finance",53,8,14,"Maine","Sedan",6,"0"
4839,80546,395585,"Tech",46,10,12,"Maine","Sedan",5,"0"
4842,146771,634795,"Finance",43,4,10,"Ontario","SUV",3,"1"
4843,76712,446089,"Govt",45,6,7,"Maine","Compact/Hybrid",3,"1"
4844,92761,499574,"Tech",40,7,11,"Maine","Sedan",4,"1"
4845,85717,402534,"Finance",44,4,13,"Maine","LuxurySedan",3,"0"
4846,82686,367780,"Tech",45,6,13,"Rhode Island","LuxurySedan",6,"1"
4847,102452,425511,"Finance",45,5,12,"Maine","SUV",0,"0"
4848,60310,426632,"Services",60,4,13,"Quebec","Sedan",4,"1"
4849,61055,336227,"Education",48,5,16,"New York","LuxurySedan",5,"1"
4850,75451,496008,"Tech",36,7,8,"New Hampshire","Sedan",4,"1"
4851,84183,429394,"Govt",46,2,11,"Rhode Island","",4,"0"
4852,127952,547534,"Tech",47,7,18,"Vermont","",5,"0"
4854,101820,349301,"Tech",40,6,9,"Maine","SUV",4,"1"
4855,112594,493761,"Finance",48,2,15,"Maine","SUV",5,"0"
4858,90884,370436,"Education",44,1,44,"Maine","SUV",3,"0"
4859,102117,375841,"Tech",46,2,17,"Maine","LuxurySedan",4,"0"
4860,104924,448688,"Tech",44,6,12,"Ontario","Sedan",4,"1"
4862,132161,483041,"Finance",50,3,15,"New York","LuxurySedan",4,"0"
4863,140887,547507,"Finance",48,5,16,"New York","SUV",6,"0"
4864,97444,528967,"Govt",45,1,45,"Rhode Island","Sedan",6,"0"
4865,132140,438382,"Finance",47,5,14,"Quebec","Sedan",3,"0"
4866,124402,500793,"Education",52,5,14,"Maine","SUV",6,"1"
4867,102427,435100,"Services",48,7,19,"Maine","Compact/Hybrid",4,"1"
4869,132814,411538,"Tech",43,4,9,"New York","Sedan",1,"0"
4870,97617,404808,"Tech",49,2,19,"Maine","SUV",4,"0"
4872,96056,519021,"Education",47,9,16,"Quebec","Pickup",3,"0"
4874,113797,437657,"Other",57,7,14,"New Hampshire","LuxurySedan",4,"0"
4875,89333,483410,"Govt",42,5,11,"Maine","SUV",4,"1"
4876,102046,450785,"Manufacturing",46,7,15,"Vermont","SUV",5,"1"
4878,90299,473180,"Finance",42,1,42,"Vermont","SUV",3,"0"
4880,90946,599103,"Govt",49,4,10,"Maine","LuxurySedan",6,"0"
4881,52822,396151,"Education",46,5,15,"Maine","SUV",4,"1"
4882,103415,442036,"Tech",38,5,10,"Maine","Sedan",4,"1"
4883,79613,450783,"Govt",45,9,11,"Maine","LuxurySedan",5,"1"
4887,71204,369310,"Govt",45,4,18,"Vermont","Pickup",3,"0"
4890,35783,358413,"Govt",50,5,14,"New Hampshire","Pickup",4,"1"
4891,124426,413236,"Finance",43,3,11,"US_Other","SUV",2,"0"
4894,81777,475120,"Services",38,5,11,"Quebec","Sedan",4,"1"
4895,88331,469967,"Services",53,1,53,"New York","LuxurySedan",5,"0"
4896,68406,433095,"Govt",41,4,16,"Maine","LuxurySedan",3,"0"
4898,29568,376796,"Govt",47,4,9,"Maine","Pickup",7,"0"
4900,94165,454168,"Govt",42,5,6,"Rhode Island","Pickup",2,"0"
4904,92688,437948,"Services",36,6,17,"New York","SUV",4,"1"
4906,61668,399641,"Govt",54,5,18,"Maine","Pickup",5,"0"
4907,52477,331673,"Services",53,6,12,"Maine","LuxurySedan",4,"0"
4908,85037,547090,"Services",50,4,12,"New Hampshire","SUV",6,"1"
4909,53559,384393,"Govt",49,2,13,"Massachusetts","Sedan",4,"0"
4910,87246,478335,"Govt",43,3,16,"Vermont","SUV",4,"1"
4911,89521,465239,"Education",47,4,19,"Maine","SUV",4,"0"
4912,56082,369725,"Education",47,6,14,"Maine","SUV",4,"1"
4914,108280,563004,"Education",51,4,16,"New Hampshire","SUV",5,"1"
4915,126938,445244,"Tech",46,5,14,"Maine","SUV",4,"0"
4916,84134,482497,"Education",49,5,14,"Quebec","LuxurySedan",6,"1"
4917,108801,386077,"Finance",38,3,13,"New Hampshire","",1,"0"
4919,79660,371262,"Govt",43,5,14,"Maine","SUV",4,"1"
4920,130972,504592,"Finance",41,6,10,"Maine","Sedan",3,"0"
4921,132807,498041,"Tech",38,7,9,"Maine","LuxurySedan",3,"1"
4922,91592,610479,"Services",42,5,17,"Maine","Pickup",4,"1"
4924,80874,492500,"Services",40,2,14,"Quebec","Pickup",1,"1"
4926,109424,355719,"Tech",45,2,18,"Ontario","Compact/Hybrid",5,"1"
4931,142758,521810,"Finance",44,6,13,"New Hampshire","Compact/Hybrid",4,"0"
4932,122123,606895,"Govt",42,2,12,"Maine","Sedan",4,"1"
4935,72089,473660,"Govt",51,4,11,"Maine","Compact/Hybrid",4,"0"
4936,62376,454549,"Govt",47,6,10,"Ontario","SUV",5,"0"
4937,94325,567345,"Tech",49,6,20,"Ontario","Sedan",6,"0"
4940,123526,512403,"Finance",40,7,11,"Maine","LuxurySedan",1,"1"
4941,34075,395559,"Govt",43,3,14,"New Hampshire","Pickup",4,"0"
4943,129278,563495,"Tech",39,7,11,"New Hampshire","SUV",2,"1"
4945,104563,494996,"Tech",42,7,8,"Maine","Sedan",3,"1"
4946,138125,507235,"Tech",54,2,15,"US_Other","Pickup",6,"0"
4948,95431,495706,"Finance",44,5,11,"Maine","SUV",4,"1"
4949,107448,539434,"Other",38,4,11,"Maine","LuxurySedan",0,"1"
4951,146540,522580,"Finance",40,5,20,"Maine","LuxurySedan",3,"0"
4952,99987,484340,"Finance",47,3,11,"Maine","Sedan",2,"1"
4953,111830,437854,"Finance",44,2,9,"Vermont","SUV",2,"1"
4954,143372,493355,"Finance",48,6,14,"Rhode Island","Pickup",5,"0"
4955,153847,595365,"Tech",41,4,10,"Maine","Pickup",2,"1"
4956,114578,549656,"Tech",44,6,10,"Vermont","SUV",2,"1"
4957,97387,543712,"Manufacturing",38,8,11,"Maine","SUV",4,"1"
4958,97940,456273,"Tech",51,4,12,"Maine","LuxurySedan",4,"1"
4959,64035,443666,"Education",47,1,47,"Rhode Island","SUV",7,"0"
4960,63526,441059,"Govt",45,6,8,"Maine","Sedan",5,"0"
4962,102283,490370,"Finance",48,5,12,"Maine","SUV",7,"0"
4963,65925,395505,"Services",46,5,12,"New York","Compact/Hybrid",5,"1"
4964,104610,419127,"Tech",53,1,53,"New Hampshire","LuxurySedan",6,"0"
4965,83000,412471,"Finance",45,3,17,"Maine","Sedan",2,"1"
4966,95946,488881,"Tech",47,5,12,"Vermont","LuxurySedan",4,"1"
4968,85798,568379,"Govt",45,3,8,"Quebec","SUV",0,"1"
4971,53588,364463,"Govt",44,3,9,"Vermont","SUV",4,"0"
4973,98837,461136,"Tech",52,8,16,"US_Other","Sedan",7,"1"
